Polsa; Trento;45.783316666666664;10.942258333333333; 1215.0
Rovereto; Trento;45.88203888888889;11.036469444444444; 193.0
Malga Castelberto Lessinia (Erbezzo); Verona;45.7185;11.017194444444446; 1760.0
