"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask","04/10/2024 12:00:00","Pronta","Interattivo/Background","03/10/2024 15:34:29","0","$(@%systemRoot%\system32\unifiedconsent.dll,-102)","Gestore COM","N/D","$(@%systemRoot%\system32\unifiedconsent.dll,-101)","Abilitata","Disabilitata","","INTERACTIVE","Disabilitata","00:05:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask","04/10/2024 12:00:00","Pronta","Interattivo/Background","03/10/2024 15:34:29","0","$(@%systemRoot%\system32\unifiedconsent.dll,-102)","Gestore COM","N/D","$(@%systemRoot%\system32\unifiedconsent.dll,-101)","Abilitata","Disabilitata","","INTERACTIVE","Disabilitata","00:05:00","Dati di pianificazione non disponibili in questo formato.","Una sola volta, Ogni ora ","12:00:00","26/03/2024","N/D","N/D","N/D","24 ora/e, 0 minuto/i","Nessuno","Disabilitata","Disabilitata"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\Customer Experience Improvement Program\Consolidator","04/10/2024 00:00:00","Pronta","Interattivo/Background","03/10/2024 18:00:01","0","Microsoft Corporation","%SystemRoot%\System32\wsqmcons.exe ","N/D","Se l'utente ha fornito il proprio consenso alla partecipazione al programma Analisi utilizzo software Windows, questo processo raccoglie e invia a Microsoft i dati relativi all'utilizzo.","Abilitata","Disabilitata","","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Una sola volta, Ogni ora ","00:00:00","02/01/2004","N/D","N/D","N/D","6 ora/e, 0 minuto/i","Nessuno","Disabilitata","Disabilitata"
"NAGATO272","\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip","N/D","Pronta","Interattivo/Background","02/10/2024 19:30:46","0","Microsoft Corporation","Gestore COM","N/D","L'attivit… Analisi utilizzo software USB (USBCEIP) consente di raccogliere statistiche e informazioni sull'uso di Universal Serial Bus nel computer e inviarle al gruppo di progettazione Windows Device Connectivity di Microsoft. Le informazioni ricevute ","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","03/10/2024 23:15:46","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","Gestore COM","N/D","Esegue l'analisi dei volumi a tolleranza di errore per i danneggiamenti latenti","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","Disabilitata","Dati di pianificazione non disponibili in questo formato.","Ogni giorno ","23:00:00","01/01/2011","N/D","Ogni 1 giorni","N/D","Disabilitata","Disabilitata","Disabilitata","Disabilitata"
"NAGATO272","\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","03/10/2024 23:59:48","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","Gestore COM","N/D","Esegue l'analisi dei volumi a tolleranza di errore per i danneggiamenti latenti","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","Disabilitata","Dati di pianificazione non disponibili in questo formato.","All'avvio del sistema","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan","N/D","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","Gestore COM","N/D","Esegue l'analisi dei volumi a tolleranza di errore per i danneggiamenti latenti","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","Disabilitata","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan for Crash Recovery","N/D","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","Gestore COM","N/D","Esegue l'analisi dei volumi a tolleranza di errore per il ripristino rapido dai guasti","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","Disabilitata","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\Defrag\ScheduledDefrag","N/D","Disabilitato","Interattivo/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\defrag.exe -c -h -o -$","N/D","Questa attivit… consente di ottimizzare le unit… di archiviazione locali.","Disabilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\Device Information\Device","04/10/2024 03:58:42","Pronta","Interattivo/Background","03/10/2024 04:41:57","0","N/D","%windir%\system32\devicecensus.exe SystemCxt","N/D","N/D","Abilitata","Disabilitata","","SYSTEM","Disabilitata","96:00:00","Dati di pianificazione non disponibili in questo formato.","Una sola volta, Ogni ora ","03:00:00","01/09/2008","N/D","N/D","N/D","24 ora/e, 0 minuto/i","Nessuno","Disabilitata","Disabilitata"
"NAGATO272","\Microsoft\Windows\Device Information\Device","04/10/2024 04:21:14","Pronta","Interattivo/Background","03/10/2024 04:41:57","0","N/D","%windir%\system32\devicecensus.exe SystemCxt","N/D","N/D","Abilitata","Disabilitata","","SYSTEM","Disabilitata","96:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Device Information\Device User","N/D","Pronta","Interattivo/Background","03/10/2024 16:28:32","0","N/D","%windir%\system32\devicecensus.exe UserCxt","N/D","N/D","Abilitata","Avvia solo se inattivo da 1 minuti, Se non inattivo riprova per 1440 minuti","","INTERACTIVE","Disabilitata","96:00:00","Dati di pianificazione non disponibili in questo formato.","All'accesso","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/D","Pronta","Interattivo/Background","20/03/2024 11:44:29","0","Microsoft Corporation","Gestore COM","N/D","Cerca la risoluzione dei problemi consigliata da Microsoft","Abilitata","Disabilitata","","SYSTEM","Disabilitata","00:30:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/D","Pronta","Interattivo/Background","20/03/2024 11:44:29","0","Microsoft Corporation","Gestore COM","N/D","Cerca la risoluzione dei problemi consigliata da Microsoft","Abilitata","Disabilitata","","SYSTEM","Disabilitata","00:30:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/D","Pronta","Interattivo/Background","20/03/2024 11:44:29","0","Microsoft Corporation","Gestore COM","N/D","Cerca la risoluzione dei problemi consigliata da Microsoft","Abilitata","Disabilitata","","SYSTEM","Disabilitata","00:30:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/D","Pronta","Interattivo/Background","20/03/2024 11:44:29","0","Microsoft Corporation","Gestore COM","N/D","Cerca la risoluzione dei problemi consigliata da Microsoft","Abilitata","Disabilitata","","SYSTEM","Disabilitata","00:30:00","Dati di pianificazione non disponibili in questo formato.","All'avvio del sistema","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Diagnosis\Scheduled","N/D","Pronta","Interattivo/Background","01/10/2024 19:22:27","0","Microsoft Corporation","Gestore COM","N/D","L'attivit… di manutenzione pianificata Windows esegue operazioni di manutenzione periodiche del computer, risolvendo automaticamente i problemi rilevati o segnalandoli tramite Sicurezza e manutenzione.","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","INTERACTIVE","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/D","Pronta","Interattivo/Background","13/09/2024 04:32:27","0","N/D","%windir%\system32\directxdatabaseupdater.exe ","N/D","N/D","Abilitata","Disabilitata","","SYSTEM","Disabilitata","02:00:00","Dati di pianificazione non disponibili in questo formato.","All'accesso","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/D","Pronta","Interattivo/Background","13/09/2024 04:32:27","0","N/D","%windir%\system32\directxdatabaseupdater.exe ","N/D","N/D","Abilitata","Disabilitata","","SYSTEM","Disabilitata","02:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/D","Pronta","Interattivo/Background","30/09/2024 22:07:37","0","N/D","%windir%\system32\dxgiadaptercache.exe ","N/D","N/D","Abilitata","Disabilitata","","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","All'avvio del sistema","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/D","Pronta","Interattivo/Background","30/09/2024 22:07:37","0","N/D","%windir%\system32\dxgiadaptercache.exe ","N/D","N/D","Abilitata","Disabilitata","","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/D","Pronta","Interattivo/Background","30/09/2024 22:07:37","0","N/D","%windir%\system32\dxgiadaptercache.exe ","N/D","N/D","Abilitata","Disabilitata","","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\DiskCleanup\SilentCleanup","N/D","Pronta","Interattivo/Background","03/10/2024 21:11:08","-2147020576","Microsoft Corporation","%windir%\system32\cleanmgr.exe /autocleanstoragesense /d %systemdrive%","N/D","Attivit… di manutenzione utilizzata dal sistema per avviare una pulizia del disco automatica e invisibile all'utente quando lo spazio libero su disco Š in esaurimento.","Abilitata","Avvia solo se inattivo da  minuti, Se non inattivo riprova per  minuti Interrompi l'operazione se lo stato di inattivit… termina","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","Users","Disabilitata","00:15:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector","N/D","Disabilitato","Interattivo/Background","01/08/2024 19:30:00","0","Microsoft Corporation","%windir%\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART","N/D","Diagnostica dischi Windows invia a Microsoft informazioni generali sul sistema e i dischi per gli utenti che partecipano al programma Analisi utilizzo software.","Disabilitata","Disabilitata","Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver","N/D","Disabilitato","Interattivo/Background","30/11/1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\DFDWiz.exe ","N/D","Microsoft-Windows-DiskDiagnosticResolver avvisa gli utenti in merito agli errori segnalati dai dischi rigidi che supportano lo standard S.M.A.R.T. (Self Monitoring and Reporting Technology). Questa attivit… viene attivata automaticamente dal Servizio cr","Disabilitata","Disabilitata","","Users","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","All'accesso","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\DiskFootprint\Diagnostics","N/D","Pronta","Interattivo/Background","03/10/2024 20:46:01","0","N/D","%windir%\system32\disksnapshot.exe -z","N/D","N/D","Abilitata","Avvia solo se inattivo da  minuti, Se non inattivo riprova per  minuti Interrompi l'operazione se lo stato di inattivit… termina","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","01:00:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\DiskFootprint\StorageSense","N/D","Pronta","Interattivo/Background","03/10/2024 20:46:01","-2147221164","N/D","Gestore COM","N/D","N/D","Abilitata","Avvia solo se inattivo da  minuti, Se non inattivo riprova per  minuti Interrompi l'operazione se lo stato di inattivit… termina","Interrompi in modalit… di alimentazione a batterie, Non avviare se il sistema Š alimentato a batterie","SYSTEM","Disabilitata","01:00:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\DUSM\dusmtask","N/D","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","N/D","%SystemRoot%\System32\dusmtask.exe ","N/D","N/D","Abilitata","Disabilitata","","INTERACTIVE","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\EDP\EDP App Launch Task","N/D","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","N/D","Gestore COM","N/D","N/D","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie","INTERACTIVE","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\EDP\EDP Auth Task","N/D","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","N/D","Gestore COM","N/D","N/D","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie","INTERACTIVE","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\EDP\EDP Inaccessible Credentials Task","N/D","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","N/D","Gestore COM","N/D","N/D","Abilitata","Disabilitata","Interrompi in modalit… di alimentazione a batterie","INTERACTIVE","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\EDP\StorageCardEncryption Task","N/D","Pronta","Interattivo/Background","30/11/1999 00:00:00","267011","N/D","Gestore COM","N/D","N/D","Abilitata","Disabilitata","","INTERACTIVE","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/D","Pronta","Interattivo/Background","30/09/2024 22:06:36","0","Microsoft Corporation","Gestore COM","N/D","Attivit… per l'applicazione delle modifiche alle impostazioni della Protezione dagli exploit della macchina.","Abilitata","Disabilitata","","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/D","Pronta","Interattivo/Background","30/09/2024 22:06:36","0","Microsoft Corporation","Gestore COM","N/D","Attivit… per l'applicazione delle modifiche alle impostazioni della Protezione dagli exploit della macchina.","Abilitata","Disabilitata","","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/D","Pronta","Interattivo/Background","30/09/2024 22:06:36","0","Microsoft Corporation","Gestore COM","N/D","Attivit… per l'applicazione delle modifiche alle impostazioni della Protezione dagli exploit della macchina.","Abilitata","Disabilitata","","SYSTEM","Disabilitata","72:00:00","Dati di pianificazione non disponibili in questo formato.","All'avvio del sistema","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"Nome host","Nome attivit…","Prossima esecuzione","Stato","Modalit… accesso","Ultima esecuzione","Ultimo esito","Autore","Attivit… da eseguire","Avvio in","Commento","Stato attivit… pianificata","Tempo di inattivit…","Risparmio energia","Esegui come utente","Elimina l'attivit… se non ripianificata","Interrompi l'attivit… se Š in esecuzione da X ore e X minuti","Pianificazione","Tipo di pianificazione","Ora di avvio","Data di avvio","Data di fine","giorni","mesi","Ripeti: Ogni","Ripeti: Fino a: Ora","Ripeti: Fino a: Durata","Ripeti: Interrompi se ancora in esecuzione"
"NAGATO272","\Microsoft\Windows\Feedback\Siuf\DmClient","N/D","Pronta","Interattivo/Background","03/10/2024 20:46:01","0","Microsoft Windows Feedback","%windir%\system32\dmclient.exe ","N/D","Update SIUF strings","Abilitata","Disabilitata","","SYSTEM","Disabilitata","00:05:00","Dati di pianificazione non disponibili in questo formato.","Solo su richiesta","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
"NAGATO272","\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload","N/D","Pronta","Interattivo/Background","03/10/2024 21:26:45","0","Microsoft Windows Feedback","%windir%\system32\dmclient.exe utcwnf","N/D","Update SIUF strings","Abilitata","Disabilitata","","SYSTEM","Disabilitata","00:05:00","Dati di pianificazione non disponibili in questo formato.","Non definito","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D","N/D"
