user;pc;versione_python;name_program;timestamp;localtime;
fbast;LAPTOP-C9JC0TN4;3.11.0 (main, Oct 24 2022, 18:26:48) [MSC v.1933 64 bit (AMD64)];C:\Users\fbast\Desktop\bastianello_federico_etl\etl\bin\ansic.py;1696694580.9054477;2023-10-07 18:02:58.995024;
fbast;LAPTOP-C9JC0TN4;3.11.0 (main, Oct 24 2022, 18:26:48) [MSC v.1933 64 bit (AMD64)];C:\Users\fbast\Desktop\bastianello_federico_etl\etl\bin\ansic.py;1696694591.3811085;2023-10-07 18:03:10.072194;
fbast;LAPTOP-C9JC0TN4;3.11.0 (main, Oct 24 2022, 18:26:48) [MSC v.1933 64 bit (AMD64)];C:\Users\fbast\Desktop\bastianello_federico_etl\etl\bin\ansic.py;1696694892.7692513;2023-10-07 18:08:11.387569;
fbast;LAPTOP-C9JC0TN4;3.11.0 (main, Oct 24 2022, 18:26:48) [MSC v.1933 64 bit (AMD64)];C:\Users\fbast\Desktop\bastianello_federico_etl\etl\bin\ansic.py;1696695349.808042;2023-10-07 18:15:48.539201;
fbast;LAPTOP-C9JC0TN4;3.11.0 (main, Oct 24 2022, 18:26:48) [MSC v.1933 64 bit (AMD64)];C:\Users\fbast\Desktop\bastianello_federico_etl\etl\bin\ansic.py;1696695796.8685467;2023-10-07 18:23:15.579676;
fbast;LAPTOP-C9JC0TN4;3.11.0 (main, Oct 24 2022, 18:26:48) [MSC v.1933 64 bit (AMD64)];C:\Users\fbast\Desktop\bastianello_federico_etl\etl\bin\ansic.py;1696695812.718318;2023-10-07 18:23:31.402813;
